0,1.00415
0.0001,1.00415
0.0002,1.00415
0.0003,1.00415
0.0004,1.00415
0.0005,1.00415
0.0006,1.00415
0.0007,1.00415
0.0008,1.00415
0.0009,1.00415
0.001,1.00415
0.001,1.01044
0.0011,1.01044
0.0012,1.01044
0.0013,1.01044
0.0014,1.01044
0.0015,1.01044
0.0016,1.01044
0.0017,1.01044
0.0018,1.01044
0.0019,1.01044
0.002,1.01044
0.002,1.01672
0.0021,1.01672
0.0022,1.01672
0.0023,1.01672
0.0024,1.01672
0.0025,1.01672
0.0026,1.01672
0.0027,1.01672
0.0028,1.01672
0.0029,1.01672
0.003,1.01672
0.003,1.02301
0.0031,1.02301
0.0032,1.02301
0.0033,1.02301
0.0034,1.02301
0.0035,1.02301
0.0036,1.02301
0.0037,1.02301
0.0038,1.02301
0.0039,1.02301
0.004,1.02301
0.004,1.0293
0.0041,1.0293
0.0042,1.0293
0.0043,1.0293
0.0044,1.0293
0.0045,1.0293
0.0046,1.0293
0.0047,1.0293
0.0048,1.0293
0.0049,1.0293
0.005,1.0293
0.005,1.03559
0.0051,1.03559
0.0052,1.03559
0.0053,1.03559
0.0054,1.03559
0.0055,1.03559
0.0056,1.03559
0.0057,1.03559
0.0058,1.03559
0.0059,1.03559
0.006,1.03559
0.006,1.04187
0.0061,1.04187
0.0062,1.04187
0.0063,1.04187
0.0064,1.04187
0.0065,1.04187
0.0066,1.04187
0.0067,1.04187
0.0068,1.04187
0.0069,1.04187
0.007,1.04187
0.007,1.04815
0.0071,1.04815
0.0072,1.04815
0.0073,1.04815
0.0074,1.04815
0.0075,1.04815
0.0076,1.04815
0.0077,1.04815
0.0078,1.04815
0.0079,1.04815
0.008,1.04815
0.008,1.05444
0.0081,1.05444
0.0082,1.05444
0.0083,1.05444
0.0084,1.05444
0.0085,1.05444
0.0086,1.05444
0.0087,1.05444
0.0088,1.05444
0.0089,1.05444
0.009,1.05444
0.009,1.06072
0.0091,1.06072
0.0092,1.06072
0.0093,1.06072
0.0094,1.06072
0.0095,1.06072
0.0096,1.06072
0.0097,1.06072
0.0098,1.06072
0.0099,1.06072
0.01,1.06072
0.01,1.06699
0.0101,1.06699
0.0102,1.06699
0.0103,1.06699
0.0104,1.06699
0.0105,1.06699
0.0106,1.06699
0.0107,1.06699
0.0108,1.06699
0.0109,1.06699
0.011,1.06699
0.011,1.07327
0.0111,1.07327
0.0112,1.07327
